video_id,category_id,views,likes,dislikes,comment_count
LduRwIc7eBA,10,39467,2032,23,134
DbJ2s_g1oDc,24,1000303,22849,1245,2914
ENr6CXm1YxU,10,79057,2048,81,89
FEjZiCPuvqQ,15,44511,2086,39,377
VSVXhc5LlII,2,415473,6763,542,1817
gHZ1Qz0KiKM,28,1002346,22250,2719,3116
6j-s9E3dRQ0,24,766661,16842,637,767
l4bAoNAx2uo,27,804735,14588,2259,7459
Cr9oGxr0Qa0,28,175608,7612,103,1001
1ZAPwfrtAFY,24,5893503,148741,11289,19616
2kyS6SvSYSE,22,2524854,95587,7892,22038
aAm6AHr14zY,17,144514,170,26,101
5E4ZBSInqUU,10,4756676,236846,4695,14088
NfLVVJOuY5M,17,202092,11864,43,528
yxFdue1dCtE,17,140792,2018,70,292
7xhxjcejONk,28,1616,16,1,1
I-5CODzeGEE,1,70382,4691,92,907
YVfyYrEmzgM,27,380111,12095,128,643
VonJ4ASDO40,24,535337,10633,786,2505
J7wMOb0WIfQ,24,11849,5,0,0
Hq89wYzOjfs,27,27997,366,22,0
N0tmF4j4K6g,15,44810,2067,15,169
zZ9FciUx6gs,10,426730,15763,782,1259
R9c-_neaxeU,24,124948,5933,50,640
iyrefjMs64k,24,44856,1731,678,881
puqaWrEC7tY,24,897162,16551,1374,2966
jGiqc3HSxEg,27,260902,13029,245,634
vU14JY3x81A,27,522367,19504,238,6220
XrDlDj9DfZs,24,107919,1440,90,154
MKLlDnUqho4,10,39720,2229,90,338
PaJCFHXcWmM,10,403685,11598,443,5861
MltuW2kcREI,24,207465,17136,152,2328
5qpjK5DgCt4,23,5159241,184500,7173,9875
lZ68j2J_GOM,23,147976,8826,244,351
zxUwbflE1SY,24,225280,5770,150,1312
U0hAC8O7RoI,2,1579188,42376,5665,3543
k-w8GxCpsCU,17,3491,19,0,2
d380meD0W0M,24,2819118,153395,2416,20573
nc99ccSXST0,28,1251577,28951,1146,2606
7oRdswHqaf8,26,37376,2093,37,521
oTObwUiXdYY,25,33761,149,45,222
eNSN6qet1kE,28,429830,22885,141,3403
AZQvPibYXRo,17,784937,4553,290,1478
VifQlJit6A0,24,230403,2413,581,2002
iIxy3JN3-jc,25,87403,285,128,175
_-aDHxoblr4,27,338085,17626,167,1418
SFdO-19Xdho,10,69170,2462,24,101
e_7zHm7GsYc,10,112866,3643,112,137
x-uBFJLY8Ow,26,3987,100,4,15
EJu_wPGFTw0,17,11156,58,4,5
DVAMKnfrQBk,25,111077,567,38,102
ZJDMWVZta3M,1,9920833,262448,4684,35134
UhZ56rcWwRQ,1,165139,3496,471,557
ai_UWoM37dI,24,4575521,295650,5808,83065
LymuZ8abvmc,24,1675419,12798,1558,1625
8mCcM-PUmLM,22,1174413,76342,698,7224
8sAApdJdG3A,17,226800,2167,123,1137
0s6-iFoCFNQ,24,1726301,21400,617,3152
aKPz583WRpQ,24,601839,6424,184,536
n6xzsLDzyBk,23,18916,1425,28,180
pVypbknP4A8,24,214150,4262,535,753
WXlr35jV3cw,10,19744,544,24,86
cH4E_t3m3xM,10,5620985,550027,10436,35849
60nDlMw5vFQ,25,703631,15716,849,2864
XY5OYFc1tzU,23,325569,12404,1024,1437
tr7I4vokl78,23,418595,4023,346,665
_wS7seijyks,26,541017,18581,692,2455
LDVXOo_HXKU,17,1704485,30305,1461,2622
PliRMGvytnA,24,1891954,86481,879,8941
B4mK5OElAFQ,23,212132,15161,457,3444
TyHvyGVs42U,10,38646917,1600400,68558,91398
A6-P1-xxF9Y,22,66888,1098,427,313
Y1n8F4uClUU,2,1992282,10103,629,1971
w8vsuOXZBXc,10,1923973,138077,2830,10465
xnBtEib-H9E,26,42224,823,96,175
D818vkK10UQ,17,291062,10211,445,635
By6Mi7VlqcU,22,267395,2439,1423,1435
hLgIghY-FGc,15,446368,33965,512,4340
coOKvrsmQiI,24,12776633,130537,11553,24010
dpeDxEb9yeg,26,458438,14738,361,806
BQ_0QLL2gqI,10,2797467,148524,1585,4662
fRj34o4hN4I,28,9421291,191296,4403,34456
9Tb3xPmr3yg,25,29041,191,24,177
FZiCWBplZ90,23,303310,26650,439,2134
NNywashg_mw,17,16431,151,27,54
eOQpjvnm4ME,24,1743129,19277,2172,3881
asu37n6sEBY,10,372390,7993,408,547
ctx4YBEdOxo,28,2638137,91307,3043,12009
nfbwPTsowEA,24,602682,47008,1491,4520
5n9xafjynJA,28,1923738,35159,843,5336
6GT7PrIIS5I,26,327482,5917,690,500
UrSxvUc5R6Q,24,44805,1496,106,1098
wc4v9uT6GWc,25,13910,108,22,70
Qf1xyI_iKWA,22,172546,8823,343,1287
Q11GPMvTxQE,25,95900,604,64,537
i9GSF3ROa58,10,1647994,99765,2655,9056
ssVrzoCgr_w,23,1577521,15755,694,1892
pOEzjT-SED0,10,2597587,83723,15686,21213
wuEKwkTqdw4,25,17627,193,238,390
6uJf2IT2Zh8,10,8097332,505290,15357,55549
VNqrILFD5h0,24,112443,594,197,179
p9wE8dyzEJE,1,4251667,14290,375,2600
p8XP7A7kvzM,24,10663409,210255,8458,11227
n47bRyBKjsw,26,50934,1349,40,138
U5sCjnezw4o,25,126248,763,93,286
mNhxFzR25Rs,24,366465,11098,152,472
88kkrRv1UgI,27,332872,13117,759,1882
qS6LoRYUdhw,28,1101988,43550,674,3892
GIn4CeZq7Nw,23,63719,1046,115,117
r15_6z9xryo,19,1126715,12919,1188,1248
wJh-jurxmGQ,24,67147,395,53,0
kz3MEd1Jr0Q,10,799867,57346,708,2922
fQvGSkTYJSE,2,741859,8604,599,2847
JLOFZoBJnd8,24,416327,24167,249,1150
gk05IMU2RrU,26,199206,9193,335,728
duRDizP0gHQ,26,989954,41261,734,5622
8-Cjsnq8kVU,1,10729515,300465,6613,13980
16W7c0mb-rE,27,1875686,118922,1122,8233
dcipHnWcB0w,24,614887,5594,448,597
TsYGNNPQ3ZU,24,151602,15327,164,1493
8-u5nd2GqNE,27,978535,25073,772,4344
nRafaCcfrcI,24,5889680,458893,4635,22510
FKA-Jy6nuE0,10,58233,1449,66,45
0O2IAz1E9Ts,24,720203,19850,1517,1073
2r_nGjgqPE0,10,775185,40873,348,1360
pvg2cw5oshg,10,124901,3939,147,229
MGanJGGVSrw,10,786977,34409,518,1550
t1shnJT8NCY,22,619920,7604,2603,1969
9PhM-zCmTFs,15,456234,21148,226,716
ixxR3ZoqnF0,10,6674015,1003201,4600,84010
iASe_veKR74,10,158953,9980,125,500
UB1cGaIW81I,24,51678,632,29,77
KGziD2V8Ppw,10,507616,31774,571,2018
eKwAib6LosM,10,300653,14228,123,768
Nz0qoOgyWSQ,24,389849,2001,828,1628
UuCq8mtK8J4,10,2329130,122211,1742,4400
S_5TyDFx6kc,22,209701,12859,98,426
TWpt-ze_cYU,23,1373834,67021,640,66879
svZScJMh4Pg,10,617423,40618,665,2667
CziCidR4KcY,10,533644,26802,1126,4976
tG4Fbj1B1bY,24,98684,1714,235,244
PHWAZNkqwN4,10,279611,14937,533,1371
hpapqEeb36k,26,866709,35710,882,1952
EEIP1YpFXrE,20,1091211,43213,820,5980
Pubtjn5QIjg,26,70307,3339,188,121
DhwwTxTh5To,28,456680,14799,977,2317
0gwkMY-mzUQ,24,701536,36320,734,1813
K6xwB8Kkce0,10,910217,167996,489,6990
szs2GAYwMHo,24,389506,3347,84,131
KkhR9z6pAMs,24,4970,13,1,1
KhxqJzr6FAE,24,53126,5757,33,435
NSgMcs1KdTI,10,15353,1239,15,83
C_SJgw5MVFY,10,17899,1508,29,160
5PB2YzNddI8,10,483212,26752,435,1358
kOCkne-Bku4,10,476488,34296,157,1410
YbHdBoHMxK4,10,18525,1124,4,59
8KT1UCsOE74,24,1048329,34097,1692,10445
AJkOHavUH_A,1,61690,4483,377,957
cDDF4pPwEUU,17,25945,403,5,123
RrhSJzM8NLE,10,479061,13671,592,828
9pbCuFxRuqs,28,645283,24187,1285,3494
Mn-3c6of8t8,24,138548,6762,538,1151
aHKzU_rXdw8,26,80851,9806,55,614
jG1JY0rt2Os,10,3155840,167396,4394,15158
YjBB89qsupM,10,680277,36188,576,1030
IeTTfquV0iE,10,9663,665,8,63
WbYqfpnw7sE,22,1820,2,0,1
mjBIsBPG1N8,22,169977,6152,150,315
cmoknv58jjE,22,2377193,65290,8777,9354
UwdLlnPaRAU,17,639095,19158,222,1308
cxMvzK2OQTw,23,1336848,25355,8678,6521
k1cA-Wh3Tc0,28,895210,20325,936,6444
xL_qpDkF5A8,24,485303,4389,164,499
dUMH6DVYskc,28,2131855,11574,6079,3601
hXcoq5XDwyA,20,70025,4500,115,544
bAkEd8r7Nnw,24,3658261,104137,2049,7122
QaASZecxQww,24,3699,19,3,1
YvfYK0EEhK4,23,1549485,38632,2225,1806
ve3oQBjcAGI,1,2031003,51470,2744,10669
p7KHGUwqF24,25,4078,10,0,0
Mmkf4zYlW4E,24,102271,5099,80,387
qqs3fxfmWr4,28,267631,4384,123,312
5530I_pYjbo,26,2521580,166527,1006,8880
OlJykKOuank,26,79915,4003,35,96
9SK1I0V6U5c,23,2259733,102055,1159,5927
i9EyFghIt5o,27,139225,5699,350,956
ItYOdWRo0JY,28,3762393,44018,46789,12592
rRsstfoKQeo,23,110590,104,5,10
eQVhAN7-IAw,10,786437,43223,649,2504
FvoPOdop0hA,2,12953,5,2,4
g3VgrgV3kFk,17,999,3,1,1
Gnxv9OH-giQ,22,412286,23916,220,1791
mcqWcLDUeag,24,152485,473,199,92
L9eFkmjIIWA,27,92483,4731,50,302
rutlOmdgqgI,10,6383,227,17,35
#NAME?,27,36905,1344,16,138
aHsfKnrNCG4,10,3705,9,0,1
PGWBA_OzCE4,24,65019,2104,94,543
CtBca6H6Teg,1,1501028,35634,537,3971
W8vXDp7NuFs,24,352336,21982,223,1082
Qj7DVNDb7To,23,109624,6349,76,4109
pcWKpGzhgq4,24,766050,8985,186,475
fdpYWltgYMk,10,6044,462,2,31
9WT7NU3Rwr0,17,14609,89,5,36
oddXT5uaRb8,10,1447333,177927,1997,9725
qDAxDcjgn-8,10,302837,11337,825,2660
4ftGS_6i7mM,17,35451,125,16,40
aujUl3yt6nM,22,5218,42,2,13
vZzIS17HexE,24,42451,399,114,63
g0K5QoEj7FQ,24,55910,213,150,118
xhBMUFDdiok,10,5839,427,14,28
CvpwGru3s7s,24,2665,11,0,0
p2EY93WfBQk,26,370461,27945,588,2235
upEIZAihcwo,17,20541,10,103,16
77McSTzTgg8,25,39799,290,222,0
rO_mAQC9bv0,1,15476,34,1,10
P7zi6oQ4fPQ,24,2087,4,0,0
9kF9xY74h-E,23,1533488,168268,738,9395
L3br0klRqF4,25,166097,700,347,557
D-DYWvnrFs8,15,29723,2083,8,227
Y9nDagqKL7Q,1,631000,30664,536,1806
0ANDjPQPS_Q,26,27408,2993,87,516
ENr6CXm1YxU,10,90268,2215,91,94
Jidk0O6uu-0,22,77763,4640,42,483
DbJ2s_g1oDc,24,1014163,23095,1256,2919
1ZAPwfrtAFY,24,6109402,151250,11508,19820
LduRwIc7eBA,10,42658,2120,25,136
aAm6AHr14zY,17,149257,178,26,102
VSVXhc5LlII,2,451675,7014,579,1833
6j-s9E3dRQ0,24,874883,18686,711,844
gHZ1Qz0KiKM,28,1038365,22594,2798,3142
l4bAoNAx2uo,27,877102,15480,2421,7843
Cr9oGxr0Qa0,28,179948,7725,105,1007
E_86MEdNsAI,24,122054,7081,103,893
2kyS6SvSYSE,22,2564903,96321,7972,22149
NfLVVJOuY5M,17,215541,12465,46,537
5E4ZBSInqUU,10,5468928,247884,5025,14903
FEjZiCPuvqQ,15,48037,2167,44,401
yxFdue1dCtE,17,141492,2025,70,292
lZ68j2J_GOM,23,152001,9020,244,360
7xhxjcejONk,28,2358,17,1,1
VonJ4ASDO40,24,547362,10776,797,2486
I-5CODzeGEE,1,71707,4739,93,913
5qpjK5DgCt4,23,5315471,187303,7278,9990
PaJCFHXcWmM,10,441712,12162,482,6058
U0hAC8O7RoI,2,1694708,43997,6027,3608
J7wMOb0WIfQ,24,11887,5,0,0
N0tmF4j4K6g,15,46025,2106,17,167
zZ9FciUx6gs,10,459969,16399,822,1226
vU14JY3x81A,27,538546,19822,245,6479
puqaWrEC7tY,24,913268,16729,1386,2988
nUv22OHdjQU,10,1136686,12260,3978,6087
UhZ56rcWwRQ,1,1145941,15400,3484,3313
fEjag-a7TyU,17,578128,5704,225,777
3k6RD9zVvpE,23,771035,84031,474,5081
#NAME?,23,327936,11643,584,1305
w2Es7-c9GAk,10,1257634,6971,1342,1230
B-PVT_rclnM,23,353570,20145,488,977
6LuHS7ZeSjE,23,582747,26750,663,1604
R8hccXRk3MI,24,339761,7031,1031,1136
wx-M8sxcOp8,17,1056136,8709,509,4358
jH2t4Tcl3Pg,10,301265,21174,270,1279
3oXhLdeuxDw,25,60509,843,29,201
ZJDMWVZta3M,1,14476491,332269,6789,42047
aVpvVq_yZLM,25,108339,663,427,801
luZEZgZNFAg,26,123251,3601,149,400
zOgle88sKro,27,372127,17272,106,922
YkLzdHTv3G0,23,638074,32479,772,1865
FZ_jNGKCIWs,27,128287,5310,490,1624
G_UHknhNbAQ,25,455289,14025,441,2340
iBy6XRHPODQ,24,451973,16364,82,1324
dLRZTBtdMUg,10,54002,1175,29,89
WXlr35jV3cw,10,172146,2840,254,498
vNya04dlC4I,24,29254,114,156,138
ZkPSbp3zTfo,24,2364742,49833,2782,5252
euaGS3tPRBw,1,1609627,22942,1590,2314
X_tYrnv_o6A,27,251683,20617,137,2526
ai_UWoM37dI,24,5617078,328517,7469,92222
FaJmopuuhZE,10,43667,2408,66,273
iatq3Rn4vsg,24,169239,5912,113,742
8mCcM-PUmLM,22,1967661,107403,1159,9359
TIQqb80eg24,10,1587706,88437,1367,7907
f45Va7jMSx4,22,90054,3587,124,237
qv9Gt38LOKQ,26,430457,20658,434,2041
r4a5ZzHclCs,26,32639,2190,38,201
aKPz583WRpQ,24,1326266,12282,426,1390
Kn5UgGQukYQ,1,15058,0,0,0
0s6-iFoCFNQ,24,2206768,24283,756,3619
uLHygq6Mm-0,24,33620,748,21,125
aD5dCMBeySA,22,21194,413,14,69
U44YLdW9AL4,19,224651,10504,300,1586
cyhU06cXfeU,26,999867,78088,690,12551
9Tb3xPmr3yg,25,70098,513,53,478
Djxjmq9pvrM,26,118227,3598,165,362
KQkkgD2p3Ow,10,78979,4167,213,514
wc4v9uT6GWc,25,21426,162,26,137
caN18WcW5XU,10,60079,859,22,59
j7I-d1B6HwE,24,119497,336,99,72
VMRIc4ayRlM,24,100504,3058,448,3426
cH4E_t3m3xM,10,7388662,607099,11887,37571
6SjslBAJkJI,10,144177,10237,60,799
WeOwqu6gOPs,22,129902,6801,53,323
wuEKwkTqdw4,25,24248,256,352,600
F86S9Uc4mP4,24,191764,1755,195,788
A6-P1-xxF9Y,22,79519,1190,513,0
xnBtEib-H9E,26,82596,1112,193,320
ZvdTNDMru78,25,16456,299,44,40
tr7I4vokl78,23,532620,4474,389,724
Q1EgRiVdT5w,26,134020,6111,209,331
NNywashg_mw,17,29769,192,40,93
_wS7seijyks,26,605083,19737,756,2649
LDVXOo_HXKU,17,1927025,31492,1550,2680
B4mK5OElAFQ,23,240895,16218,540,3614
By6Mi7VlqcU,22,294255,2596,1543,1547
Q11GPMvTxQE,25,111349,662,72,611
nenhv6uTdmw,28,9454,267,36,43
c8DogLWrs90,26,26230,962,37,102
TyHvyGVs42U,10,47078714,1763393,78228,101453
PliRMGvytnA,24,2034428,90347,954,9266
Y1n8F4uClUU,2,2823869,14873,902,2625
D818vkK10UQ,17,321451,10630,507,504
hLgIghY-FGc,15,500570,36032,576,4599
w8vsuOXZBXc,10,2152085,144916,3012,10783
jPkRGHivRD8,26,78860,3449,172,508
dpeDxEb9yeg,26,491468,15484,378,848
BQ_0QLL2gqI,10,3460999,161691,1779,5019
coOKvrsmQiI,24,13987067,137904,12199,25189
fRj34o4hN4I,28,9964832,196513,4589,33718
wPib0uRFmC0,28,105115,5923,37,477
asu37n6sEBY,10,424109,8718,441,472
eOQpjvnm4ME,24,1864545,20105,2247,4107
nfbwPTsowEA,24,682291,48750,1635,3280
ctx4YBEdOxo,28,2810983,93993,3186,12318
FZiCWBplZ90,23,324167,27641,472,2241
6GT7PrIIS5I,26,349260,6132,728,512
5n9xafjynJA,28,2043102,36153,878,5527
Qf1xyI_iKWA,22,180713,9225,352,1180
i9GSF3ROa58,10,1963898,106397,2898,9613
b6fepBtNgVM,10,698200,82215,311,3813
6uJf2IT2Zh8,10,9294823,530259,16331,57820
pOEzjT-SED0,10,2943211,90727,17000,21891
A_mlvG_nRsg,17,2197,0,2,0
VNqrILFD5h0,24,128475,619,209,168
ssVrzoCgr_w,23,1675392,16239,746,1946
k_YtadXMmD4,23,108294,326,6,17
r15_6z9xryo,19,1612283,15930,1567,1515
88kkrRv1UgI,27,345819,13456,779,1932
p9wE8dyzEJE,1,4328193,14934,390,2670
mNhxFzR25Rs,24,391853,11765,158,523
p8XP7A7kvzM,24,11217517,216489,8821,11975
GIn4CeZq7Nw,23,83832,1185,123,137
3jtjkXSvuJw,15,71637,6306,16,626
qS6LoRYUdhw,28,1137271,44392,682,3949
kz3MEd1Jr0Q,10,1000754,63603,810,2884
wJh-jurxmGQ,24,80663,443,56,0
8-u5nd2GqNE,27,1021443,25927,805,4476
TsYGNNPQ3ZU,24,165353,15688,172,1554
fQvGSkTYJSE,2,789872,8909,633,2917
FKA-Jy6nuE0,10,65746,1570,72,49
JLOFZoBJnd8,24,442977,25056,255,1160
duRDizP0gHQ,26,1043202,42380,768,5825
dcipHnWcB0w,24,654025,5741,452,569
16W7c0mb-rE,27,1928537,120993,1142,8370
2r_nGjgqPE0,10,946431,45383,406,1420
pvg2cw5oshg,10,145895,4236,161,242
nRafaCcfrcI,24,6197393,476724,4853,23008
iASe_veKR74,10,188824,10698,145,535
MGanJGGVSrw,10,933039,37171,578,1706
U5sCjnezw4o,25,129828,777,94,293
8-Cjsnq8kVU,1,11362593,311331,6888,13985
eKwAib6LosM,10,355788,15504,149,872
9PhM-zCmTFs,15,482648,21635,234,730
t1shnJT8NCY,22,655350,7846,2634,2010
ixxR3ZoqnF0,10,7098772,1021297,4766,85460
D-dwmYeLLng,10,831425,64705,1480,2825
UB1cGaIW81I,24,61359,716,31,81
svZScJMh4Pg,10,666698,41693,697,2692
P1-UTlnjeVg,28,56759,3023,55,332
Nz0qoOgyWSQ,24,397918,2031,832,1611
KGziD2V8Ppw,10,566430,33136,608,2093
S_5TyDFx6kc,22,219662,13280,100,434
UuCq8mtK8J4,10,2811422,133911,1966,4617
CziCidR4KcY,10,605186,28180,1241,5162
tG4Fbj1B1bY,24,115219,1835,244,261
AJkOHavUH_A,1,65758,4691,418,1033
TWpt-ze_cYU,23,1401048,67572,648,67166
PHWAZNkqwN4,10,324083,15832,595,1465
K6xwB8Kkce0,10,977204,172081,516,7421
Pubtjn5QIjg,26,74094,3467,191,123
JYnNlHQzYTY,24,346110,11014,239,1071
p3MjsrMNCbU,10,138563,7125,83,725
hpapqEeb36k,26,889168,36219,895,1967
DhwwTxTh5To,28,468840,14974,1009,2361
NSgMcs1KdTI,10,18642,1343,18,88
5PB2YzNddI8,10,552011,28626,482,1405
szs2GAYwMHo,24,407642,3394,91,130
EEIP1YpFXrE,20,1182553,45119,850,6332
kOCkne-Bku4,10,632967,40078,189,1511
KkhR9z6pAMs,24,5224,13,1,1
KhxqJzr6FAE,24,55241,5892,33,441
aHKzU_rXdw8,26,102733,11201,63,729
C_SJgw5MVFY,10,21439,1605,30,163
cDDF4pPwEUU,17,27757,409,5,131
YbHdBoHMxK4,10,24160,1418,8,62
RrhSJzM8NLE,10,507987,14112,626,847
9pbCuFxRuqs,28,663450,24553,1310,3536
Mn-3c6of8t8,24,146752,6988,543,1167
YjBB89qsupM,10,756414,37367,625,1042
jG1JY0rt2Os,10,3489592,172746,4601,15460
8KT1UCsOE74,24,1088828,34989,1773,10715
0gwkMY-mzUQ,24,721459,36683,740,1815
IeTTfquV0iE,10,12036,752,9,63
UwdLlnPaRAU,17,665452,19849,227,1372
WbYqfpnw7sE,22,2382,3,0,1
cmoknv58jjE,22,2410620,65722,8897,9417
cxMvzK2OQTw,23,1353044,25592,8782,6600
k1cA-Wh3Tc0,28,914173,20515,946,6490
hXcoq5XDwyA,20,71610,4571,119,545
dUMH6DVYskc,28,2193283,11729,6199,3655
ItYOdWRo0JY,28,3798127,44277,47469,12654
yc2m1LLa9l4,24,7978,219,2,12
bAkEd8r7Nnw,24,3729425,105253,2077,7210
YvfYK0EEhK4,23,1581796,39141,2248,1813
ve3oQBjcAGI,1,2098612,52336,2839,10848
Gnxv9OH-giQ,22,438025,24398,225,1845
FvoPOdop0hA,2,13659,7,2,5
qqs3fxfmWr4,28,278899,4513,126,314
Mmkf4zYlW4E,24,105270,5186,83,387
5530I_pYjbo,26,2597902,169725,1034,9046
p7KHGUwqF24,25,4351,10,0,0
OlJykKOuank,26,83038,4116,35,103
9SK1I0V6U5c,23,2408682,105248,1205,5987
i9EyFghIt5o,27,141741,5761,352,961
eQVhAN7-IAw,10,822101,43999,660,2547
g3VgrgV3kFk,17,1032,3,1,1
W8vXDp7NuFs,24,371401,22490,230,1137
L9eFkmjIIWA,27,95520,4816,51,313
mcqWcLDUeag,24,153341,477,200,92
rutlOmdgqgI,10,7840,253,17,36
#NAME?,27,38775,1373,16,140
aHsfKnrNCG4,10,3896,9,0,1
CtBca6H6Teg,1,1531538,36000,546,4115
PGWBA_OzCE4,24,66021,2136,94,542
pcWKpGzhgq4,24,792184,9174,189,486
fdpYWltgYMk,10,6553,477,2,32
oddXT5uaRb8,10,1508950,181682,2062,9854
9WT7NU3Rwr0,17,14657,89,5,36
Qj7DVNDb7To,23,114923,6490,78,4216
Y9nDagqKL7Q,1,643737,31028,536,1827
4ftGS_6i7mM,17,36414,125,16,40
aujUl3yt6nM,22,5963,47,2,13
_EvMYEfF_hQ,24,5670852,262497,3453,16321
EBt_88nxG4c,10,2484089,150565,3873,10683
G4BxOhJOmUw,24,852717,27913,584,2494
#NAME?,25,212414,846,266,1029
0Rt329xQUjM,26,183935,7939,113,1001
OU9IwxU7N78,17,680569,13802,458,1351
3oXhLdeuxDw,25,570641,6745,169,1225
vkHGedqmIPc,22,114917,8946,112,677
CxC161GvMPc,27,160530,9556,184,840
eZQdQ5pV6EE,22,290800,20545,282,3714
4L-BPQVZYXM,28,850117,36674,783,4596
6NAISxSPVSQ,24,1002131,16443,598,811
G_Pu00NmJfg,26,240166,7490,131,735
0dSR-9mtuzk,24,59462,3962,26,246
80GNn_eIOhI,24,734594,40170,397,2182
nUv22OHdjQU,10,1819783,17552,6131,7955
3k6RD9zVvpE,23,1716171,144873,1039,8033
fEjag-a7TyU,17,1053325,9973,499,1514
OPaybxgucww,23,308230,21947,397,876
uU3kLBo_ruo,27,355773,18468,1078,3743
UhZ56rcWwRQ,1,1627849,20223,4632,4416
#NAME?,23,522256,14312,1062,1553
bAfn2duIlN8,22,76859,4895,164,718
aZdkR_WhA5Q,23,907902,37539,1589,1603
BQC09Mdn24w,24,204520,17520,604,2029
EbuCLC_wVlM,24,270142,12507,114,425
B-PVT_rclnM,23,522265,25431,802,1171
lfkYyrhWphE,10,496742,87485,331,6269
fbL1ZoAQgUU,28,679202,5867,242,1748
w2Es7-c9GAk,10,1742272,8664,2276,1793
VUBxPuyUD7w,24,210815,5231,73,728
jH2t4Tcl3Pg,10,508727,24809,399,1432
vSRAOvhFF1I,24,48804,5758,51,276
6LuHS7ZeSjE,23,784926,31510,1017,1972
dLRZTBtdMUg,10,130189,2511,97,214
zOgle88sKro,27,534109,20814,166,1144
HL3wvhv9QGg,23,54392,470,19,44
WXlr35jV3cw,10,191326,3067,287,558
aVpvVq_yZLM,25,157759,685,767,1247
R8hccXRk3MI,24,463642,8361,1286,1471
7Bgj9c48zHU,24,38219,6367,53,2256
i2ZHwnKVXK0,23,34719,2280,40,192
A8QY1IRPGTY,25,84428,557,53,363
y86ymJNswlE,22,183369,11717,92,548
wx-M8sxcOp8,17,1243269,9592,620,4811
kKFNThEiilU,22,49472,430,155,210
aD5dCMBeySA,22,47263,768,30,155
FaJmopuuhZE,10,92364,3589,130,392
lJM8qqEy35c,25,52869,121,10,165
ZJDMWVZta3M,1,17613871,369518,7892,45240
k3tWCZu42PQ,25,7576,51,34,108
G_UHknhNbAQ,25,576454,16228,551,2696
iBy6XRHPODQ,24,682599,19487,120,1521
YkLzdHTv3G0,23,721451,34678,862,1929
MVes87KrWvs,22,159746,19463,246,942
X_tYrnv_o6A,27,362659,26534,186,3449
uLHygq6Mm-0,24,56402,972,35,170
iatq3Rn4vsg,24,243500,7616,162,903
ajBJamgZ2nc,24,114518,1721,43,141
YcCrw6d3UX4,25,3346,48,23,53
XHkAjUVoQME,22,193082,2387,35,163
KQkkgD2p3Ow,10,173531,5440,336,730
f45Va7jMSx4,22,129118,4341,171,273
euaGS3tPRBw,1,1902537,25343,1904,2708
Nt4tJHp27u0,23,115921,7577,160,1026
ZkPSbp3zTfo,24,2682780,54796,3241,6194
TIQqb80eg24,10,1994585,101586,1655,9332
Kn5UgGQukYQ,1,34207,0,0,0
ai_UWoM37dI,24,5979360,338607,7953,95327
41kp6qN1Crg,17,122161,2149,23,62
8mCcM-PUmLM,22,2112730,112345,1262,9780
9Tb3xPmr3yg,25,78582,547,58,488
qv9Gt38LOKQ,26,594881,23892,558,2438
7COF8AhH9Z8,25,21565,168,34,266
k-qUBZWor4I,17,10720,10,6,42
c8DogLWrs90,26,36578,1221,45,128
aKPz583WRpQ,24,1902516,15189,548,1903
r4a5ZzHclCs,26,48331,2765,49,270
FrK2j4cPxSc,25,3892,35,14,91
c9m52-psUmw,24,7432,24,5,5
caN18WcW5XU,10,93088,1232,29,86
j7I-d1B6HwE,24,134077,358,123,84
YRRczTwopgA,1,27225,1966,47,374
0s6-iFoCFNQ,24,2375214,25043,805,3690
U44YLdW9AL4,19,241456,10950,335,1616
cyhU06cXfeU,26,1123700,83670,754,13373
VMRIc4ayRlM,24,108845,3131,477,3530
xnBtEib-H9E,26,91100,1174,200,323
6SjslBAJkJI,10,209470,11478,100,823
WeOwqu6gOPs,22,178748,8412,59,364
cH4E_t3m3xM,10,9044077,642003,12809,38703
wc4v9uT6GWc,25,23771,175,28,149
Q1EgRiVdT5w,26,150539,6657,221,361
Djxjmq9pvrM,26,137551,3892,209,365
tr7I4vokl78,23,576496,4730,399,771
NNywashg_mw,17,33888,199,41,105
F86S9Uc4mP4,24,485883,4464,409,2002
_wS7seijyks,26,651621,20574,778,2696
B4mK5OElAFQ,23,249348,16665,541,3694
D818vkK10UQ,17,330601,10804,510,515
wuEKwkTqdw4,25,24785,260,353,710
A6-P1-xxF9Y,22,81260,1212,516,0
PliRMGvytnA,24,2112938,92358,1005,9762
Y1n8F4uClUU,2,3138088,16297,1003,2706
TyHvyGVs42U,10,56843038,1904852,87444,108084
hLgIghY-FGc,15,550005,37198,618,4872
w8vsuOXZBXc,10,2351925,149845,3147,11037
BQ_0QLL2gqI,10,4106304,171137,1924,5239
dpeDxEb9yeg,26,508958,15857,384,822
By6Mi7VlqcU,22,296404,2605,1550,1560
jPkRGHivRD8,26,83588,3533,182,517
asu37n6sEBY,10,465986,9232,468,480
RZU5HebzuP4,23,42737,236,23,18
eOQpjvnm4ME,24,2016029,21062,2319,4200
coOKvrsmQiI,24,15104666,143947,12709,25593
fRj34o4hN4I,28,10353797,201223,4787,34614
nfbwPTsowEA,24,723678,49621,1672,3355
FZiCWBplZ90,23,335646,28360,479,2387
HHtfcjwHERA,26,4452,140,10,13
6GT7PrIIS5I,26,356859,6231,737,516
b6fepBtNgVM,10,820427,89302,337,4107
VNqrILFD5h0,24,137792,632,211,170
