reviewerID,unixReviewTime,summary,reviewText,recommend
A1PGC1GEBY9CZU,1456099200,"More and More Ads, Less and Less ""Reader's Digest""","This review is on the Reader's Digest magazine and not the Amazon subscription or subscription process.<br /><br />Reader's Digest is probably known to every American who is old enough to think for themselves.  It has gone from a fairly decent magazine which would actually truncate stories to ""fit"" the reading public.  They had plenty of their own bits and pieces including, my favorite, Humor in Uniform, Life in These United States and Laughter is the Best Medicine.  Over the years things change.  First it's less stories and more ""fluff"".  Then it's less stories and fluff and more advertising.  Then it more advertising on top of more advertising.  It's as if print magazines have a death wish.  Yes, we know, it costs to print a magazine.  We also know magazines SHOULD make a reasonable profit.  It's when the profit and bottom line becomes the focal point that problems arise.<br /><br />I will still read Reader's Digest.  I will no longer subscribe to them.  That went out the window some time ago.  The stories keep me coming back.  The excessive advertising keeps me from staying.",1
APWZCNE81SMPW,1451260800,Five Stars,great,1
A1V8KPZ51L4M2K,1447459200,Five Stars,always read cover to cover,1
A3E90BH4019TC,1441152000,Two Stars,As Expected,0
AFR3VTA8DJZ5V,1437004800,Five Stars,Informative.,1
A12H5SO3JZ4RE3,1436745600,Great Product!,Fast Delivery. Great Product!,1
A14VG00P4LF96L,1424476800,Three Stars,OK.  DON'T EXPECT MUCH ERUDITION ANYWAY,1
A2A701LFVAEMRM,1418688000,on Old Stand By That Never Grows Old,"Readers Digest has been a staple reading magazine since I was a kid and I'm far from being one now!  It has always been the go-to for factual, interesting stories.  When my mom would tell me far-out stories, my response was always, ""Was it in """"'Reader's Digest'?""  If it was n't, we knew it probably wasn't true.  The humor is always great, too.  I just wish it was longer, especially Humor in Uniform.  We need so much more humor in our lives today.  I highly recommend the Digest!!!!",1
A31ZT26Q43CI1A,1415664000,Reader's digest,"This is a good magazine, but I can read it for free at library.",1
A1EMDSTJDUE6B0,1040342400,Very Good Mag,"Why do I subscribe to this magazine? It is the jack-of-all-trades. It is not too liberal nor too conservative. The analysis is not as deep as ""The Economist"", nor as entertaining as ""People"", nor as educational as ""Scientific American"" or ""Wired"", nor as well written as ""The Atlantic"". In many ways, it is a little of each of those and why I like it. Good news coverage, current, good coverage of entertainment and technology. If you could only have one news magazine but wanted some street-smarts, get this mag. If you want more in-depth news coverage, get ""The Economist"".",1
A3NYBKLV3VFQZG,1407542400,Five Stars,what i wanted,1
A2NSEIMPXOLKSO,1407283200,Five Stars,Good interesting magazine.,1
AZSACV427GIAH,1402531200,Reader's Digest Is Wonderful,"Great from cover to cover.  Reader's Digest is wonderful --""middle-America"" in a compact format.  You just can't go wrong.  Great content and a joy to devour each month!  Very few ads.  Just wonderful!",1
AGT43FXXJM1AP,1501113600,Five Stars,Have been getting Time for the last 25 years. Enough said.,1
A2LXUWWGI88LMF,1397606400,great magazine,"I have been reading Readers Digest for 40 years It is a great magazine with humor, information and great stories.  The stories are short and due to the smaller size easy to carry in my purse for some great reads  Love it",1
A2SC613R84XBXU,1397433600,Laughter & Encouragemen,"I subscribe to several magazines, but it is Reader's Digest that gets the most cover-to-cover reads in our house. I look forward to the stories of inspiration and health, my husband likes the humor, and my teenagers like the cartoons. Every month there are multiple articles that spark everyone's interests making it sometimes difficult to track down in the house. Fortunately, since the issues are usually timeless, whenever it's my turn I delight over our copy. In addition, they're our only magazine that never makes it to the recycle bin because there is ALWAYS some article we want to share with someone else. Happy reading, Amazon shoppers!",1
AKX8OYVWM0FDZ,1397260800,"Great mag for waiting the room, carpooling etc. Helps pass the time.",I found it here at $5.00 a year special. Perfect reading for a waiting room. Fits great in my purse. The initial delivery was as estimated and its reliable each month. I check out monthly specials for magazines in our home. I also renew when the magazine goes on special again. It just adds to the length of subscription. Also subscription are easy to managed right here on amazon. I've changed addresses a couple of times since the magazines have started. With no problems.,1
A3EMYILKQKEON7,1496793600,Five Stars,A gift for my brother he loved it...,1
A1UFMGEZGL7ASQ,1496188800,Loved this,Quickly shipped. Loved this item,1
AE3KIDN7KLT0U,1395532800,Reader's Digest rocks!,I love this magazine and I love the price of the subscription. Amazon is the place to go to for magazine subscriptions.,1
A3EY1L8WLP10YZ,1490227200,Five Stars,great fathers day gift,1
A14VG00P4LF96L,1482710400,TIME,TIME HAS GOTTEN BETTER LATELY.  GOOD SOURCE OF NEWS.,1
A2OM4VC2GYCIXW,1382486400,Good read,I wasn't going to get a subscription to Reader's Digest because some reviewers said they kept getting calls from them when their subscriptions ended. Then I changed my mind about subscribing. Some of the stuff in there are interesting. They are right about Reader's Digest having a lot of ads. I bought my subscription off of BlueDolphin.com using one of their gift cards (which I got for free from another site).,1
A1AB6D301MOTM0,1473465600,Worth a read,POSITVES<br />Well written<br />Easy to comprehend<br />Good for a weekly summary of the news of the United States<br /><br />  NEGATIVES<br />Way too many ads<br />TIME never seems to be able to admit they were wrong on any issue and thus is very biased journalism<br />Articles are not in depth as they used to be with TIME<br /><br />  HINT<br />Make sure your subscription includes online access if you want it<br /><br />  RECOMMEND,1
A1PGC1GEBY9CZU,1455667200,Once Past the Ads You've Got a Great Magazine,"This is a review of the magazine boy the Amazon subscription process.<br /><br />Time in and of itself is a great magazine.  It is definitely timely, current stuff fraud Ruth rush needs to be dealt with.  That would and should give it 5 stars.  Sadly, this magazine is chalkful of advertisements.  Yes, I understand the magazine doesn't make money on the subscriptions and require advertising for revenue.<br /><br />While the internet is a wonderful thing.  There's nothing like holding a magazine in your hand.  Time has always had a great reputation for good reporting.  It's the advertising that's the downfall.  There just seems to be way too much of it.  Story, ad.  Ad. Ad. Ad. Story.  15 of the 64 pages were full sized advertisements.<br /><br />On the plus side is that MOST of the ads are clustered together and once past that you're good to go.",1
A2064RG3BZICOP,1451347200,Five Stars,great,1
A1E70JPINYFF45,1450828800,Five Stars,great magazines love it,1
AFR3VTA8DJZ5V,1437004800,Five Stars,Informative.,1
A3V9QW1ELZMIOW,1365724800,Foolishness,"I honestly think it is foolish to critique a magazine subscription.  You can't delete the option, and you have to write too many words to be able to get it to go away.",1
AYAAX783KRCJZ,1353715200,Fun Magazine but...,Auto-Renewal stinks and I don't recommend it if you don't like surprises!  Great magazine for the whole family with food articles and informative information.,0
AQ2S1QAI4R2V6,1404000000,It's Time for everyone!,"I like Time a lot and I have been reading this magazine for many years.  I like the news stories, which are always up to date and well written, as well as the cultural section.",1
A3UGHNEHEVSFPT,1396656000,very good app,"With this app you can navigate the magazine very well.  You can't enlarge the pages like you could with the free version for having the mail delivery subscription, but they did make it so that the type is readable, and you can navigate the pages in two ways.  You can scroll the articles on the side separately from the main articles on the page, and that's handy.  Also, you can click to see more photos or whatever they have for you to see behind the scenes if you will.  It's a very good app--and Kindle and/or Time did a very good job with it.",1
A2WLJW6XSIDJTT,1390867200,Time Subscription,This is an easy way to maintain subscriptions and to start them in the first place.  The price is usually very competitive as well.,1
A215WH6RUDUCMP,1241654400,A Lifetime Favorite,"I've been reading Reader's Digest since I was a little kid; my Grandmother subsribed her whole life, and now so do I.  I love this magazine for so many reasons.  The articles based on real people with real stories, the humor from so many walks of life, the quotables and the words.  I laugh, cry and think when I read this magazine, something I cannot say for any other magazine out there.  This is one of few magazines these days that contain real substance.",1
A25DHTL5K6V2IS,1217203200,Something for Everyone,"I'm 25 and I've been reading Reader's Digest for years.  I remember moving into a new house and finding a stash of old Large Print Reader's Digests in the garage and I spent days poring over them.<br /><br />I agree that there is an overabundance of ads these days...some months it really seems like there's nothing left after pulling out the cards.  With all that advertising, you'd think they could lower the price a bit.  I usually pay less than 1/3 of the cover price, but even so, it seems like I should be getting more book and less bulk.<br /><br />My boyfriend and I enjoy sharing the jokes and stories and I'm always excited to see it in the mailbox.",1
A3GBYARSIXM1RT,1367712000,Coverage of Time Magazine,"This magazine is my weekly reference for current political, economic and social issues. The unbiased opinions and the information from sports, movies, best sellers are really helpful and informative.",1
A9N0IJ7IMC6SM,1360022400,Time,Awesome magazine to learn lots about what's going on in America and other countries. I'm glad I purchased as a gift. They love it!!,1
A3FVAWZNKW9GX,1297123200,Let's Get a Little Deeper,"Time has its moments of greatness. However, sucked in by the same disease which created the tabloids, Time is often too -- timely.<br /><br />Time is not the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-New-Yorker/dp/B001U5SPJW/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The New Yorker</a>. It doesn't seem to have the same political leanings (a plus!), but Time also misses their sharp wit and analysis.<br /><br />Some of the religious articles have been impressively well-researched, and edited to limit editorial bias.<br /><br />Want to get a quick look at the world? Read Time. If you are looking to have more than a superficial view, purchase another magazine.<br /><br />I recommend Time Magazine, but not as a primary news source.<br /><br />Anthony Trendl<br />[...]",1
A1DMJHAM09Z8GU,1290384000,no  time  for  time,Time has really deteriorated  in the last few years. It has become a glorified people magazine. So much of the content is dedicated to non news worthy filler material.<br /><br />kenneth haft,0
A1KN6H7YG6WTIB,1282780800,Great,"Time is timeless since it is always updating on new stories. Great articles on what is going on around your world and at home. Very informative. Try not to get lost in the politics of it all though. Have your own opinions and learn from the information you read, do not worship what you read. Great mag. to expand your knowledge and understanding of current events. But, cherish your opinions and don't forget, there are many sides to ""one story"". This mag. can be a little biased but overall, can be very educational.",1
AVF9FV7AMRP5C,1252627200,"Time is a decent weekly, you get what you pay for","Time magazine does a good job providing a general summary of news events each week. I feel that many reviewers have unrealistic expectations for this magazine. At the time I am writing this review, Amazon is charging $20 for a yearly subscription to Time, which amounts to less than forty cents per issue. At this low price, I do not expect high quality journalism but a magazine that does a basic job at covering general news.<br /><br />For those seeking quality journalism, I recommend the economist, and the new yorker. By charging subscribers more, the economist has been able to afford to maintain and enhance the quality of its magazine. Keep in mind that a subscription to the economist is six times more than a subscription to Time magazine. At the time, I am writing this the magazine industry is experience record drops in advertising revenue, Time just announced layoffs. In light of all this, this magazine is doing its best to maintains its quality.<br /><br />Pros<br />- Cheap<br />- Provides a general overview<br />- Has no annoying magazine inserts (my pet peeve)<br />Cons<br />- Lacks depth<br />- Moderate amount of advertising",1
A2KQ9FU7M6IX2X,1250208000,I'd buy this before any other fashion magazine,"I happen to really enjoy Elle, I believe that they have an even balance between fashion trends, accessories, shoes, articles and interviews. I do wish they would place less celebrities on magazine covers and more models again, but it is nice to see your favorite singer or actress on a magazine, esp Gwen Stefani who is always gorgeous. The magazine does tend to lean more towards the left in terms of politics but thats fine with me, if that isn't your preference maybe another magazine would be better suited for you. That aside, I'd say that out of all the high fashion magazines Elle would rank right next to Harper's Bazaar but behind Vogue.",1
A2AJUQCBACY31J,1500681600,VERY INTERESTING BUT LACKS SUBSTANCE.,This was one of my most favorite magazines along with Allure. Very few articles and lots of advertising.  These magazines should be FREE.  There content is so little.  I hope that ELLE will rehash their magazine to its older standards.,0
A3N4A8JHUUNNRA,1485993600,"Always on point, a timeless staple.","A great read, very current and love the vibrant ads.",1
A2VRQ8RNTKY1XT,1485302400,Beautiful fashions,I love the fashions. Some of the articles are good also.,1
A3GA09FYFKL4EY,1477094400,"By women, for women","Elle magazine is a fashion lover's dream.  Full of the latest styles and trends (and where to buy them), Elle will keep your wardrobe up to date.  Elle isn't just fashion, either; you'll find interviews with celebrities, politicians, fashion designers and everyone on-trend.  Elle is about women, for women. I wish the magazine would consider adding some fashion tips geared toward those of us who can't afford to spend an average monthly salary for a blouse, but we can always dream, right?",1
A3GA09FYFKL4EY,1477094400,"About women, for women","Elle magazine is a fashion lover's dream.  Full of the latest styles and trends (and where to buy them), Elle will keep your wardrobe up to date.  Elle isn't just fashion, either; you'll find interviews with celebrities, politicians, fashion designers and everyone on-trend.  Elle is about women, for women. I wish the magazine would consider adding some fashion tips geared toward those of us who can't afford to spend an average monthly salary for a blouse, but we can always dream, right?",1
AC98CDA0GZDKJ,1464739200,Five Stars,Great !!!,1
A1ZKZQPKU77Y62,1414972800,Five Stars,Great magazine! I enjoy it.<br /><br />Cheryl,1
AXV3OJG9BZ2JW,1362009600,great,"The item came in excellent conditions, well packed, very nice NEW, no defect, as i expected. . . . .",1
A2EWTO7MMG82OD,1361664000,nice magazine,"i enjoy every issue of elle magazine.  when it comes, i find time to sit, and ejoy the beautfiul photography that is included !!!.. keeps me up to date with what is around and ""in:,,,,,,fashion..... try it you'll like it.",1
A1BWWZKPM3WW3W,1356048000,Christmas gift,Ordered this as a Christmas gift for my niece who is really into fashion.<br />She loved it!! Would order again.,1
A324GIXX5SIYGA,1349913600,I like it,I really like this magazine. It has some great fashion advice and good life stories.<br />I look forward to getting this magazine every month.,1
A1L7R2764ED46Y,1346889600,FULL OF ADS,"To begin with, I am not much into fashion, so take that into consideration while reading my review. I grew up in the mid-west, where for most people considering we are surrounded by corn fields and our communities are filled with farmers, comfort is more important than fashion. You are more likely to see farm and home stores than fashion stores. Anyway, this was only $5 so I took a chance on ordering it along with several other magazines (which I have a surplus of and am currently behind on reading lol) and this is one of the only ones that even though it is only $5, I had to cancel even if they didn't refund me. I just did not want this coming to my house every month. It is a thick magazine which is good and bad, but one issue was like an encyclopedia. When I started flipping through the pages, MOST of it was ads for products and designers. Just women posing in silly clothes and makeup. The articles, to me, were boring, bland, and not relevant to my life or interests. I read one article where a woman struggled with her appearance because she was Jewish and had a big nose and whatever and it made me kinda sad that she couldn't accept herself for such a long time. Everyone is beautiful in different ways and magazines like ELLE present a culture of one kind of beauty which really isn't beautiful. It's fake and kind of scary. So I just did not want this magazine in my house. I am sticking with more down to earth magazines. I enjoy a range of health magazines, home and family magazines, and girly magazines that aren't quite so fashion centered. Again, this is my opinion so please don't criticize me. I understand location has a lot to do with how you view fashion and body image but I am perfectly happy with me!<br /><br />Update: I'm glad some people are finding my review helpful! I also forgot to mention that my mom (a woman in her 50's) exchanges magazines with me and this magazine has very small print which made the magazine hard for her to read. And I flipped through the last issue I received and most of the articles (at the end of the magazine since the first half of it is full of ads) were about feminism. I am not a feminist and that's as far as I'll go on that subject. You can formulate your own opinion of the articles. Just pointing it out to potential subscribers since I had no idea what to expect from this magazine. Another article in this magazine was defending photo shop and feeding false body images to women as artwork like it is no big deal! I was shocked because it contributes to eating disorders and low self esteem in many women, especially young women. A better name for this magazine would be SUPERFICIAL.",0
A1BX06Z8YC3RLS,1342483200,Elle,"I am not normally an Elle reader, but got this one as a free Kindle copy. It was nice and crisp on the screenand easy to navigate.",1
A3O72Q4RRYY87C,1331596800,Okay I guess......,"If you are an Elle Fan than of course this is probably a good deal. I subscribed for a year, but didn't get much out of it. I prefer Instyle more. The articles didn't interest me. I gave it three stars because Amazon did it's job, but Elle is not as impressive.",1
A2LBYDH8G08CJ6,1329955200,Great sales ads,I like this magazine best for the sales ads which I then look up the reviews on Amazon to decide if I want to buy or not. How do you like that. I love the honesty on Amazon. Thanks A,1
A3SC74LCBC9NFR,1327449600,"Great price, great magazine.","I was getting very tired of my old ""Glamour"" magazine so I figured for this price why not try a new fashion magazine. It is great. I am enjoying not seeing all the same old articles and reading something new.",1
A33AQPJYH7UUXR,1325635200,you can tell a good magazine by how many corners you turn down....,"I had been a fan of ELLE magazine in the past but I recently started this subscription in large part because of the five dollars for a year deal; if the first issue is any indication of what to expect I'm happy I took the opportunity to order....<br /><br />The fashion layouts are organized in such a way that even though the price tags mostly elude my budget, you can still appreciate and even make some sense of the trends they are taking about.<br /><br />The articles are more than 10 seconds long; I had noted that other magazines have a very ADD approach to articles, like you'll burst into flames if it takes more than a minute flat to read. Nice variety here in articles of different lengths, with timely *and* interesting subjects like Tina Fey.<br /><br />Beautifully photographed artsy/fashion section.<br /><br />When I get a new magazine in the mail, I usually flip through and fold down pages I'd like to go back to. I consider it a good sign that this issue has many, many turn-downed corners waiting for my attention.<br /><br />{regarding the subscription - ordered 11/17/11, received the first issue in December (Jan 2012 issue).}",1
A3RGFCT41TXE2R,1300147200,Informative Magazine,"At first I thought this magazine was going to be just about fashion fest and have a lot of pretty pictures but after previeing it for a year, I found that the articles are very informative, thought provoking and downright educational.  Would recommend this magazine for a well rounded experience that includes mental health, fashion, makeup/skincare, life and at times articles that touch on extraordinary things like abortion issues.  I was in awe and would definitely invite you to try it out.",1
AOR590VF8YI5J,1097107200,This is a TABLOID for those of you who don't know,"Now, you've gotta laugh at some of the stuff that Star publishes. Oftentimes, they are the first to make up rumors and untrue stuff about celebrities, hereby deeming this a tabloid even if it has glossy pages. It's not really the most reliable source if you're looking for celebrity news (unless you like to laugh at the stuff they deem to be true), but if you like this kind of stuff, you'll probably love Star. (At least it's better than National Enquirer, The Globe, National Examiner, etc.) Me? I found the fashion and beauty pages to be kind of interesting, and I liked reading the celebrity news even though I definitely never take it seriously. For a celebrity news magazine with some truth in the news, read People instead.",1
AO05KA0II5Q4V,1437004800,I like people magazine best I think,It was ok...I like people magazine best I think.,0
A29QM2KSNQ0XQH,1411257600,Star,As I have said twice before...a gossip magazine is a gossip magazine.  They all have about the same thing in them.,1
A31M1C5W2G2Z65,1407542400,Four Stars,good,1
A1HKWYS95QV892,1383436800,Boring,"was boring, nothing much to the magazine, very few pages and no news about celebrities that I hadn't heard before.",0
A2TOPPGJ31L413,1491436800,Great magazine,Great magazine! I always look forward to it!,1
A2EWTO7MMG82OD,1471219200,Fashionista bible,Best overall fashion!!!,1
A2RWN9FTD1HPHL,1470614400,Five Stars,Each issue is consistently interesting,1
A2AJUQCBACY31J,1466899200,USED TO BE A FASHIONABLE MAGAZINE,"I have bought the paper version of this magazine for years, but I have to say this was a bit disappointing. A LOT of advertising versus articles. It should be free if its only advertising.",1
AC98CDA0GZDKJ,1464739200,Five Stars,Great !!!,1
AGT43FXXJM1AP,1461888000,Five Stars,Gift for my daughter who really enjoys it.,1
AONM5CYLO0846,1464134400,Outside the box for a career magazine,"Interesting articles, this magazine always gives me something new to think about in my career.  Good for thinking outside the box.",1
A1E70JPINYFF45,1450828800,Four Stars,love everything about this magazine,1
A1V8KPZ51L4M2K,1447459200,Five Stars,must havefor the latest fashions,1
A2JFSR6BXD7KH5,1422835200,I do like this magazine and look forward to receiving it,"I do like this magazine and look forward to receiving it, but the articles are a bit repetitive from issue to issue.",1
A38AAPXSJN4C5G,1388880000,Valuable Magazine,"As a CEO of a mid-sized tech company, there are a few go-to magazines that I make sure to read on a regular basis, and this is one.  It provides insights into business, business trends, ideas and articles that are on point, useful, and easy to read and implement.  It is should be on any CEO's short list.",1
A2T96G1WFBHQUE,1430956800,Four Stars,Another great magazine for wife.,1
A8N76G7E26DM4,1424736000,It's a great guilty pleasure,My subscription started quickly (within a month of ordering) and the photos are stunning--inspiration on every page. It's a great guilty pleasure.,1
A16PDB0CIYNAMC,1343088000,must have,"at the young age of 23 i founded 4 different business all 4 i have made a profit on, there are many reasons for this and im sure your reading this review and are doubting it, i just don't have time and decided today i'm going to leave a host of amazon reviews, with; that said i have learnt a great deal from Inc that helped me in all of my businesses ventures i read it cover to cover and then again.",1
A2H3JURQZOHVMB,1331683200,Vision Inc.,"""Inc Magazine"" is a highly inspirational magazine to own.  The stories feature various people that have successful professional lives and carved out their callings.  For instance the February 2012 issue contains uplifting stories such as these:<br />Profile on Vici Beauty School<br />Profile on Rapper 50 Cent's latest business ventures<br />Jennifer Hyman: She plays an integral role in the company Rent the Runway (has over 1.5 million customers and sixty-two employees).<br />""Inc. Magazine"" is great for those who love to read inspirational magazines.",1
A1C80VYQMM3FQB,1393027200,InStyle is a great magazine,I love this magazine. It has a variety of fashion and ideas. I keep ordering it year and after year.,1
A2VDVK1OFSPQH8,1364774400,Love this magazine,I would recommend ordering your magazine subscriptions from here. You find it for a bit cheaper and have the options of auto renewal at a cheaper rate or what's currently available.,1
A2KGI1OPBP7UNJ,1362182400,always a favorite,"In Style is a favorite of mine, due to the layout, the information between the monthly covers, and the beauty of the magazine in general.",1
AXV3OJG9BZ2JW,1362009600,great,"The item came in excellent conditions, well packed, very nice NEW, no defect, as i expected. . . . .",1
A324GIXX5SIYGA,1349913600,I love it,I really like this magazine. I love the fashion advice they give every month. I have been wanting to get a subscription for a long time. Amazon had an amazing deal and I signed up right away!,1
A37769B3IC2VWC,1335830400,long term subscriber,"You know how sometimes you outgrow a magazine because you are just in a different life stage? That will never happen with this magazine. I have been a subscriber since its inception, when I was a poor post-college grad working 2 crummy jobs and eating cheese sandwiches just to make ends meet. I am now an almost 40 single mom of 2, but the point is, fashion and taste never go out of style (I can sometimes even afford stuff in the pages now!). I have had to say goodbye to some once-beloved magazines, but as long as they keep publishing InStyle, I will keep subscribing.",1
A3O72Q4RRYY87C,1331596800,I love it!,I just really enjoy Instyle! And I'm glad that now I can get it on my ipad as well - for free (since I'm a subscriber.) The articles don't focus on gossip and the style guides are helpful.,1
AKMEY1BSHSDG7,1253923200,Get a little fun inspiration every month!,"In Style is a fashion magazine for real people who look for inspiration from the latest of fashion trends, but want to make them their own. There's great advice on creating new looks with cosmetics and hair products.<br /><br />All of this is beautifully done with gorgeous photographs and a cool layout that is fun to flip through over and over again. In essence, InStyle is a cool magazine to subscribe to if you're looking for some light, escapist fun, fashion inspiration and eye candy. I look forward to every issue, and would certainly recommend it to a friend. It also makes a great gift subscription for any occasion!",1
A2KQ9FU7M6IX2X,1250208000,"Makeup and hair good, fashion bad","I bought my first issue of InStyle two years ago and its gone downhill imho. The article titles on the front typically have absolutely nothing to the article itself, like what to wear now does not explain what to wear now nor does it point you in any general direction. The only plus side to the magazine is that it features bargain prices on clothing every once in a while. The pairings of clothing they put together used to be great, very wearable for the daytime and for most people not in a fashion business. Now it seems as if they've tried to mimic the weirdness that you see in Lucky magazine.<br /><br />Another plus is the makeup and hair section, they do a good job showing what the newest trends in makeup are with a wide range of prices and products. FYI skintones are also factored in.",0
A3RGFCT41TXE2R,1244419200,Great Fashion Police,I previously received this magazine on a trial offer for only 4 months.  I knew I wouldn't want to reorder - WRONG.  I found myself missing the makeup secrets and fashion ideas.  Great little magazine.,1
A14Q5D3QYA8FPV,1244246400,"Happy 15th anniversary, In-Style!","I get annoyed with fashion magazines that, in addition to fashion and beauty advice, try to sell you poorly written articles on global affairs. The result: one page you are reading about ten best eyelash curlers, next page you are pondering the tragic fate of a female South American assassin. A radiculous combination...<br /><br />Not so with In-Style. The magazine does not make pretentions about its purpose: to educate women on what to wear NOW, how to wear it and where to buy it. There is ample advice on best beauty and hair products. The articles are always fashion/entertainment industry related, nothing too heavy duty (for that I go on CNN.com and BBC.co.uk), and convey lots of useful information. To give you an example: with winter approaching, I know I must invest in a new coat and some other warmer garb. I want to make every penny count. In the September issue I was glad to discover the article: What to Know Before You Shop. I did learn some new tips and tricks! The multitude of pictures is also inspiring: I realized with only a couple of new accessories and a new way of combining items I already own, I could create at least three brand new and fashion forward outfits! Yey for me! ;o) I am also happy to report that the magazine promotes a wide range of price points: yes, there are some ""dream"" items, like the [...]+ necklace, but they are balanced by items below the [...] mark and everything in-between.<br /><br />Anyway, I hope this magazine helps you as much as it helps me! Two other magazines you may want to try: Lucky and StyleWatch. Enjoy!",1
A2A11XGEPIP6DT,1242950400,InStyle,"I have subscribed to this magazine since it came out and I doubt that I will stop now. It is a great source of fashion, Hollywood happenings, and assorted articles on up and coming ideas and fashion.",1
A1PGC1GEBY9CZU,1458432000,"Mental Floss, the Magazine for Thinkers","This review is on the Mental Floss magazine and not the Amazon subscription or subscription process.<br /><br />If you're in the mood for the odd, the weird, the trivial, Mental Floss magazine is waiting for you. Mental Floss is to thinkers what People magazine is to those want a quick story. Mental Floss is fun, intelligent, and well written. The stories matter.<br /><br />When you've got the urge for something better than what many of your neighbors and coworkers are reading (providing you know people who still read magazines), Mental Floss will be waiting on you.<br /><br />You know what the hardest part of having this magazine is? Deciding where to keep the back issues.",1
A1CZ0H1CN8L13F,1453939200,Buy and learn!,Where have you been all my life.,1
A2064RG3BZICOP,1451347200,Five Stars,great,1
A2O6SU5YDVSDN4,1438992000,Bit of a joke really,"This mag is for folks looking for an ""informative"" People-level read, and maybe need a sound bite or 2 for water cooler chat. That is, if you want to feel intelligent or informed without actually having to BE either of those. Here's a helpful scale: 10 -science journals, where serious papers are presented and only the professors undrestand; 8 - Science Magazine, where the papers are less technical but you are expected to know the jargon and how it all relates; 5 - Science News or NatGeo, which puts it into layman's terms and smaller bites but actually teaches you something about the world; 1 - mental floss, which explains questions like ""What's in a black hole"" with cute one-liners. It's fun if you want to invest the equivalent time-span of the average bathroom sit, but if you prefer a bit more serious read and more real info for your time, try Smithsonian, NatGeo, or Science News.",0
A2MLXWU6GWF643,1390262400,only magazine worth saving.,"In my opinion, this is the only magazine that's published that's worth saving! The rest are a waste of paper and money.<br />I love reading this, and it's totally worth every penny it costs. Wish It came more often!",1
A30H2335OM7RD6,1293753600,"Totally Fun, A Bit Geeky, A lot of Smarts","You do not have to be a Geek or a brainiac to read this magazine. I'm not either one of those things and I read this magazine and enjoy it cover to cover. It would help if you were curious, fascinated by trivia, wanting to learn more about a wide variety of topics.<br /><br />In any issue you pick up you might find lists such as ""The 20 Most Interesting Presidents"" with short blurbs about 20 presidents and what they did that was so interesting. You might find trivia such as 'the games that sell the most in Japan'. You might find pictures, drawings, graphs and any other type of artwork that might help make a point, show something interesting or grab your attention. You might learn how to do something new, make something interesting, or you might find a synopsis about the most recent political policy to help you discuss it at your next coctail party.<br /><br />I have never been dissapointed by this magazine.<br />Enjoy.",1
A70NFM6KHU24F,1236988800,"Enjoyable, but not essential","A magazine dedicated to trivia could get tiring very fast. Thankfully, each issue of Mental Floss carries a handful of stories that are absolutely fascinating, touching on bits of history that you never knew existed. Will it make you smarter? Probably not; try&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Games/dp/B00005QJDY/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Games</a>&nbsp;for that. Will it give more depth to your understanding of history? Not really; you're better off reading primary sources in Lapham's Quarterly. But will it entertain you with delightful wit? Absolutely.",1
AG6TX1ZJHLMO7,1220313600,A different kind of magazine,Let me start off with I subscribe to at least 15 magazines covering a range of subjects.  Mental Floss is the only magazine that I save and leave out for guests.  The reason I save it is that is a very quick read that can be read while people have a few moments to spare.  The articles are short and don't provide much depth.  However it is enjoyable to read something that requires no brain power to process.  Mental Floss is a great magazine that you can sit down with and read in one sitting.  It even occasionaly brings a smile to your face.  I suggest you give it a chance but don't expect to much.,1
A2AV7Q95QGPTO0,1179360000,"Intellectually stimulating, yet readable","I came across this magazine in a college bookstore, and bought a copy to browse through with dinner. Free-spirited, yet dealing with topics of interest to intelligent people, it is a real find. I immediately entered three subscriptions, one for myself, one for a relative and a third for a friend. Isn't that the greatest recommendation?",1
A2NOZB6VZCTOI4,1088899200,The Best Thing In My Mailbox!,"I have subscribed to ""Mental Floss"" from the very beginning, and now look forward to each new issue anxiously. Founded just a couple of years ago by two former college roommates who wanted a fun, hip, urbane magazine to make them smarter with style, ""Mental Floss"" has become a huge success, and is one of the few new magazines that debut each year that is actually prospering.<br />Each issue is loaded with information on interesting topics, from how common (or very uncommon) things work, to odd and unknown histories and biographies that you will not find anywhere else (and if you did, certainly not in as condensed and succinct a form as you will find here.) Without exception, the writers are literate, knowledgeable, and good humored.<br />The things that you don't know will amaze you after reading this magazine. Try ""Mental Floss"", and I am willing to bet that you will be hooked. I know I am.",1
